District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,Date
Sonitpur,24583,21971,24623,71177,"( Naduar | 0 ), ( Dhekiajuli | 6260 ), ( Chariduar | 55743 ), ( Thelamara | 4954 ), ( Tezpur | 4220 )",4469.7,"( Naduar | 50.50 ), ( Dhekiajuli | 2876.60 ), ( Chariduar | 171.00 ), ( Thelamara | 646.00 ), ( Tezpur | 725.60 )",19-06-2022
Sivasagar,2846,2752,694,6292,"( Sivsagar | 6292 ), ( Demow | 0 )",85.9,"( Sivsagar | 60.00 ), ( Demow | 25.90 )",19-06-2022
Nalbari,102383,89657,42753,234793,"( Ghograpar | 58214 ), ( Tihu | 44605 ), ( Banekuchi | 39093 ), ( Paschim Nalbari | 49621 ), ( Barbhag | 11500 ), ( Nalbari | 12500 ), ( Barkhetri | 19260 )",5916.3,"( Ghograpar | 718.00 ), ( Tihu | 367.00 ), ( Banekuchi | 161.00 ), ( Paschim Nalbari | 554.00 ), ( Barbhag | 83.50 ), ( Nalbari | 338.10 ), ( Barkhetri | 3694.70 )",19-06-2022
Nagaon,128371,115759,120329,364459,"( Kampur | 221738 ), ( Raha | 119133 ), ( Nagaon | 22690 ), ( Samaguri | 459 ), ( Kaliabor | 439 )",15058.14,"( Kampur | 7800.00 ), ( Raha | 6932.14 ), ( Nagaon | 86.00 ), ( Samaguri | 185.00 ), ( Kaliabor | 55.00 )",19-06-2022
Morigaon,26898,25817,16104,68819,"( Morigaon | 42068 ), ( Bhuragaon | 26751 ), ( Mayong | 0 ), ( Laharighat | 0 )",2439,"( Morigaon | 750.00 ), ( Bhuragaon | 658.00 ), ( Mayong | 930.00 ), ( Laharighat | 101.00 )",19-06-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",660.94,"( Majuli | 424.80 ), ( Ujani Majuli | 236.14 )",19-06-2022
Lakhimpur,55675,38399,22527,116601,"( North Lakhimpur | 51619 ), ( Narayanpur | 0 ), ( Nowboicha | 37898 ), ( Dhakuakhana | 1358 ), ( Bihpuria | 21027 ), ( Kadam | 0 ), ( Subansiri | 4699 )",1318.15,"( North Lakhimpur | 161.00 ), ( Narayanpur | 0.00 ), ( Nowboicha | 313.30 ), ( Dhakuakhana | 50.00 ), ( Bihpuria | 640.35 ), ( Kadam | 46.50 ), ( Subansiri | 107.00 )",19-06-2022
Kokrajhar,17249,14369,6892,38510,"( Bagribari | 22884 ), ( Bhawraguri | 2659 ), ( Gossaigaon | 542 ), ( Kokrajhar | 483 ), ( Dotma | 11942 )",284.49,"( Bagribari | 284.49 ), ( Bhawraguri | 0.00 ), ( Gossaigaon | 0.00 ), ( Kokrajhar | 0.00 ), ( Dotma | 0.00 )",19-06-2022
Karimganj,46164,30972,11668,88804,"( RK Nagar | 34425 ), ( Badarpur | 10833 ), ( Patherkandi | 5250 ), ( Karimganj | 13150 ), ( Nilambazar | 25146 )",225,"( RK Nagar | 225.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 ), ( Nilambazar | 0.00 )",19-06-2022
Karbi Anglong West,2716,2717,9181,14614,( Donkamokam | 14614 ),66,( Donkamokam | 66.00 ),19-06-2022
Kamrup (M),5490,5010,255,10755,"( Guwahati | 455 ), ( Chandrapur | 0 ), ( Dispur | 10300 ), ( Sonapur | 0 )",219,"( Guwahati | 0.00 ), ( Chandrapur | 0.00 ), ( Dispur | 0.00 ), ( Sonapur | 219.00 )",19-06-2022
Kamrup,110225,95076,49968,255269,"( Rangia | 76850 ), ( Goroimari | 0 ), ( Kayan | 38122 ), ( Chamaria | 0 ), ( Chaygaon | 0 ), ( Kamalpur | 27382 ), ( Palashbari | 0 ), ( Hajo | 101164 ), ( North Ghy | 11751 )",4535.4,"( Rangia | 680.00 ), ( Goroimari | 559.00 ), ( Kayan | 358.00 ), ( Chamaria | 92.50 ), ( Chaygaon | 144.00 ), ( Kamalpur | 468.90 ), ( Palashbari | 305.50 ), ( Hajo | 1787.00 ), ( North Ghy | 140.50 )",19-06-2022
Jorhat,174,116,102,392,"( Jorhat East | 321 ), ( Teok | 71 )",0,"( Jorhat East | 0.00 ), ( Teok | 0.00 )",19-06-2022
Hojai,54276,41359,13111,108746,"( Lanka | 12494 ), ( Hojai | 68874 ), ( Doboka | 27378 )",2785,"( Lanka | 815.00 ), ( Hojai | 1534.00 ), ( Doboka | 436.00 )",19-06-2022
Hailakandi,1496,1024,407,2927,"( Hailakandi | 1300 ), ( Lala | 550 ), ( Katlicherra | 145 ), ( Algapur | 932 )",25,"( Hailakandi | 0.00 ), ( Lala | 0.00 ), ( Katlicherra | 0.00 ), ( Algapur | 25.00 )",19-06-2022
Golaghat,2537,1911,691,5139,"( Dergaon | 33 ), ( Bokakhat | 5106 ), ( Khumtai | 0 )",57,"( Dergaon | 0.00 ), ( Bokakhat | 31.00 ), ( Khumtai | 26.00 )",19-06-2022
Goalpara,129415,96748,40105,266268,"( Balijana | 98319 ), ( Lakhipur | 161317 ), ( Matia | 6632 ), ( Rongjuli | 0 )",3630.5,"( Balijana | 762.50 ), ( Lakhipur | 2227.00 ), ( Matia | 614.00 ), ( Rongjuli | 27.00 )",19-06-2022
Dhubri,46720,37962,21884,106566,"( Dhubri | 0 ), ( Gauripur | 0 ), ( South Salmara Part | 96013 ), ( Chapar | 570 ), ( Athani | 1695 ), ( Bilasipara | 7422 ), ( Golakganj | 866 ), ( Agamoni | 0 )",8656.83,"( Dhubri | 564.00 ), ( Gauripur | 535.60 ), ( South Salmara Part | 2394.00 ), ( Chapar | 1018.20 ), ( Athani | 2289.03 ), ( Bilasipara | 0.00 ), ( Golakganj | 962.50 ), ( Agamoni | 893.50 )",19-06-2022
Dhemaji,16990,15547,8436,40973,"( Sissiborgaon | 11196 ), ( Jonai | 9126 ), ( Gogamukh | 17117 ), ( Dhemaji | 3534 )",7175.5,"( Sissiborgaon | 730.00 ), ( Jonai | 5941.50 ), ( Gogamukh | 467.00 ), ( Dhemaji | 37.00 )",19-06-2022
Chirang,4168,3223,2745,10136,"( Sidli | 599 ), ( Bijni | 6823 ), ( Bengtal | 2714 )",3322.2,"( Sidli | 368.50 ), ( Bijni | 2922.50 ), ( Bengtal | 31.20 )",19-06-2022
Dhubri,115788,93930,81481,291199,"( Agamoni | 430 ), ( Chapar | 690 ), ( South Salmara Part | 265395 ), ( Athani | 1758 ), ( Dhubri | 40 ), ( Gauripur | 0 ), ( Golakganj | 1179 ), ( Bilasipara | 21707 )",7617.33,"( Agamoni | 0.00 ), ( Chapar | 1018.20 ), ( South Salmara Part | 2394.00 ), ( Athani | 2289.03 ), ( Dhubri | 660.50 ), ( Gauripur | 596.60 ), ( Golakganj | 659.00 ), ( Bilasipara | 0.00 )",20-06-2022
Kamrup,146778,96911,38555,282244,"( Rangia | 82230 ), ( Kayan | 38122 ), ( Chamaria | 0 ), ( Chaygaon | 0 ), ( Kamalpur | 20972 ), ( Goroimari | 0 ), ( Hajo | 121438 ), ( Palashbari | 590 ), ( North Ghy | 18892 )",3601.9,"( Rangia | 798.50 ), ( Kayan | 407.00 ), ( Chamaria | 95.50 ), ( Chaygaon | 144.00 ), ( Kamalpur | 468.90 ), ( Goroimari | 600.00 ), ( Hajo | 620.00 ), ( Palashbari | 208.50 ), ( North Ghy | 259.50 )",20-06-2022
Tinsukia,4199,3675,3008,10882,"( Doomdooma | 6361 ), ( Tinsukia | 4521 )",,"( Doomdooma | 185.20 ), ( Tinsukia | 1268.33 )",20-06-2022
Barpeta,499536,470049,261136,1230721,"( Baghbar | 370497 ), ( Barpeta | 158760 ), ( Sarthebari | 335837 ), ( Barnagar | 12452 ), ( Kalgachia | 198692 ), ( Chenga | 154483 )",28102.5,"( Baghbar | 18983.00 ), ( Barpeta | 875.00 ), ( Sarthebari | 2289.00 ), ( Barnagar | 1439.00 ), ( Kalgachia | 1823.50 ), ( Chenga | 2693.00 )",20-06-2022
Biswanath,6366,5370,4816,16552,"( Gohpur | 668 ), ( Naduar RC part | 0 ), ( Biswanath | 138 ), ( Halem | 15746 )",775.5,"( Gohpur | 212.00 ), ( Naduar RC part | 22.50 ), ( Biswanath | 0.00 ), ( Halem | 541.00 )",20-06-2022
Bongaigaon,50545,46076,49810,146431,"( Boitamari | 12843 ), ( Srijangram | 130808 ), ( Manikpur | 2780 )",2671,"( Boitamari | 0.00 ), ( Srijangram | 2445.00 ), ( Manikpur | 226.00 )",20-06-2022
Cachar,80518,74620,52005,207143,"( Silchar | 42782 ), ( Sonai | 61300 ), ( Udharbond | 2724 ), ( Katigorah | 87119 ), ( Lakhipur | 13218 )",15,"( Silchar | 0.00 ), ( Sonai | 15.00 ), ( Udharbond | 0.00 ), ( Katigorah | 0.00 ), ( Lakhipur | 0.00 )",20-06-2022
Chirang,3417,2697,2099,8213,"( Bijni | 6129 ), ( Sidli | 0 ), ( Bengtal | 2084 )",2444.9,"( Bijni | 2444.90 ), ( Sidli | 0.00 ), ( Bengtal | 0.00 )",20-06-2022
Darrang,199377,168619,101245,469241,"( Mangaldoi | 125007 ), ( Patharighat | 77096 ), ( Dalgaon | 185900 ), ( Sipajhar | 81238 )",9347.5,"( Mangaldoi | 2328.00 ), ( Patharighat | 2000.00 ), ( Dalgaon | 3795.50 ), ( Sipajhar | 1224.00 )",20-06-2022
Dhemaji,14100,12058,8478,34636,"( Sissiborgaon | 12196 ), ( Jonai | 18295 ), ( Gogamukh | 1358 ), ( Dhemaji | 2787 )",9709.5,"( Sissiborgaon | 885.00 ), ( Jonai | 8794.50 ), ( Gogamukh | 0.00 ), ( Dhemaji | 30.00 )",20-06-2022
Dibrugarh,1567,1240,1050,3857,( Chabua | 3857 ),2.5,( Chabua | 2.50 ),20-06-2022
Goalpara,135673,102667,41808,280148,"( Balijana | 99311 ), ( Matia | 9408 ), ( Lakhipur | 171429 ), ( Rongjuli | 0 )",1381.5,"( Balijana | 762.50 ), ( Matia | 614.00 ), ( Lakhipur | 0.00 ), ( Rongjuli | 5.00 )",20-06-2022
Golaghat,11878,10977,3677,26532,"( Bokakhat | 26532 ), ( Khumtai | 0 )",106,"( Bokakhat | 80.00 ), ( Khumtai | 26.00 )",20-06-2022
Hailakandi,8477,6986,2560,18023,"( Lala | 5500 ), ( Algapur | 6510 ), ( Hailakandi | 5150 ), ( Katlicherra | 863 )",76,"( Lala | 13.00 ), ( Algapur | 31.00 ), ( Hailakandi | 19.00 ), ( Katlicherra | 13.00 )",20-06-2022
Hojai,44689,34179,10930,89798,"( Lanka | 10757 ), ( Doboka | 27378 ), ( Hojai | 51663 )",2349,"( Lanka | 815.00 ), ( Doboka | 436.00 ), ( Hojai | 1098.00 )",20-06-2022
Kamrup (M),4718,3431,491,8640,"( Guwahati | 759 ), ( Sonapur | 5050 ), ( Chandrapur | 0 ), ( Azara | 981 ), ( Dispur | 1850 )",436.5,"( Guwahati | 0.00 ), ( Sonapur | 109.50 ), ( Chandrapur | 0.00 ), ( Azara | 327.00 ), ( Dispur | 0.00 )",20-06-2022
Karbi Anglong West,3605,3605,4878,12088,( Donkamokam | 12088 ),2.4,( Donkamokam | 2.40 ),20-06-2022
Karimganj,71565,43721,18579,133865,"( RK Nagar | 38425 ), ( Badarpur | 26920 ), ( Patherkandi | 7751 ), ( Karimganj | 17569 ), ( Nilambazar | 43200 )",290,"( RK Nagar | 290.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 ), ( Nilambazar | 0.00 )",20-06-2022
Kokrajhar,9164,8419,5301,22884,"( Bhawraguri | 0 ), ( Gossaigaon | 0 ), ( Bagribari | 22884 )",284.49,"( Bhawraguri | 0.00 ), ( Gossaigaon | 0.00 ), ( Bagribari | 284.49 )",20-06-2022
Lakhimpur,43743,30846,21629,96218,"( Narayanpur | 0 ), ( Nowboicha | 43094 ), ( North Lakhimpur | 28818 ), ( Bihpuria | 17756 ), ( Dhakuakhana | 1358 ), ( Kadam | 0 ), ( Subansiri | 5192 )",1474.3,"( Narayanpur | 0.00 ), ( Nowboicha | 1040.30 ), ( North Lakhimpur | 165.00 ), ( Bihpuria | 0.00 ), ( Dhakuakhana | 50.00 ), ( Kadam | 51.00 ), ( Subansiri | 168.00 )",20-06-2022
Majuli,5765,5025,6607,17397,"( Ujani Majuli | 0 ), ( Majuli | 17397 ) ",819.78,"( Ujani Majuli | 230.42 ), ( Majuli | 589.36 )",20-06-2022
Morigaon,32798,30504,20036,83338,"( Morigaon | 56587 ), ( Bhuragaon | 26751 ), ( Mayong | 0 ), ( Laharighat | 0 )",,"( Morigaon | 770.00 ), ( Bhuragaon | 721.00 ), ( Mayong | 9000.00 ), ( Laharighat | 101.00 )",20-06-2022
Nagaon,153567,141794,144774,440135,"( Nagaon | 44238 ), ( Raha | 130046 ), ( Samaguri | 5844 ), ( Kampur | 259500 ), ( Rupahi | 0 ), ( Dhing | 0 ), ( Kaliabor | 507 )",,"( Nagaon | 152.00 ), ( Raha | 7047.57 ), ( Samaguri | 252.00 ), ( Kampur | 7835.00 ), ( Rupahi | 160.00 ), ( Dhing | 328.00 ), ( Kaliabor | 40.00 )",20-06-2022
Nalbari,80711,70695,33032,184438,"( Ghograpar | 34928 ), ( Tihu | 30369 ), ( Paschim Nalbari | 48121 ), ( Banekuchi | 27760 ), ( Barbhag | 11500 ), ( Nalbari | 12500 ), ( Barkhetri | 19260 )",,"( Ghograpar | 718.00 ), ( Tihu | 367.00 ), ( Paschim Nalbari | 554.00 ), ( Banekuchi | 111.00 ), ( Barbhag | 83.50 ), ( Nalbari | 338.10 ), ( Barkhetri | 4004.50 )",20-06-2022
Sivasagar,2846,2752,694,6292,"( Sivsagar | 6292 ), ( Demow | 0 )",,"( Sivsagar | 40.00 ), ( Demow | 16.00 )",20-06-2022
Sonitpur,27888,25581,27747,81216,"( Naduar | 0 ), ( Chariduar | 59814 ), ( Thelamara | 4954 ), ( Dhekiajuli | 12228 ), ( Tezpur | 4220 )",,"( Naduar | 66.00 ), ( Chariduar | 0.00 ), ( Thelamara | 656.00 ), ( Dhekiajuli | 2347.70 ), ( Tezpur | 732.60 )",20-06-2022
South Salmara,52511,47815,50827,151153,"( South Salmara | 139183 ), ( Mankachar | 11970 )",,"( South Salmara | 0.00 ), ( Mankachar | 405.00 )",20-06-2022
Tamulpur,9535,9029,2015,20579,"( Tamulpur | 2558 ), ( Goreswar | 18021 )",,"( Tamulpur | 400.00 ), ( Goreswar | 1310.00 )",20-06-2022
Udalguri,11193,8221,6598,26012,"( Udalguri | 9515 ), ( Khairabari | 836 ), ( Mazbat | 382 ), ( Kalaigaon | 12606 ), ( Harisinga | 2673 )",,"( Udalguri | 0.00 ), ( Khairabari | 48.00 ), ( Mazbat | 475.44 ), ( Kalaigaon | 246.50 ), ( Harisinga | 40.00 )",20-06-2022
Baksa,14650,12884,6216,33750,"( Barnagar RC part | 19682 ), ( Baska | 82 ), ( Baganpara | 1233 ), ( Barama | 252 ), ( Jalah | 12501 )",668.33,"( Barnagar RC part | 410.00 ), ( Baska | 21.33 ), ( Baganpara | 12.00 ), ( Barama | 5.00 ), ( Jalah | 220.00 )",20-06-2022
Bajali,172115,135100,31300,338515,"( Sarupeta | 178515 ), ( Bajali | 160000 )",490,"( Sarupeta | 490.00 ), ( Bajali | 0.00 )",20-06-2022
Tinsukia,2247,2246,1972,6465,"( Tinsukia | 4521 ), ( Doomdooma | 1944 )",,"( Tinsukia | 1268.33 ), ( Doomdooma | 44.50 )",21-06-2022
Biswanath,0,0,0,0,"( Gohpur | 0 ), ( Naduar RC part | 0 ), ( Halem | 0 ), ( Biswanath | 0 )",443.5,"( Gohpur | 0.00 ), ( Naduar RC part | 22.50 ), ( Halem | 411.00 ), ( Biswanath | 10.00 )",21-06-2022
Bongaigaon,81398,71666,83006,236070,"( Srijangram | 166318 ), ( Manikpur | 2780 ), ( Boitamari | 66972 )",172,"( Srijangram | 0.00 ), ( Manikpur | 172.00 ), ( Boitamari | 0.00 )",21-06-2022
Udalguri,4004,2856,2647,9507,"( Udalguri | 3878 ), ( Mazbat | 610 ), ( Khairabari | 88 ), ( Harisinga | 1746 ), ( Kalaigaon | 3185 )",,"( Udalguri | 0.00 ), ( Mazbat | 0.00 ), ( Khairabari | 0.00 ), ( Harisinga | 146.00 ), ( Kalaigaon | 81.00 )",21-06-2022
Tamulpur,15156,12336,2106,29598,"( Goreswar | 26655 ), ( Tamulpur | 2943 )",,"( Goreswar | 0.00 ), ( Tamulpur | 500.00 )",21-06-2022
South Salmara,56232,51234,62745,170211,"( South Salmara | 139183 ), ( Mankachar | 31028 )",,"( South Salmara | 692.00 ), ( Mankachar | 199.00 )",21-06-2022
Sonitpur,7906,11608,8147,27661,"( Naduar | 0 ), ( Chariduar | 929 ), ( Thelamara | 1264 ), ( Dhekiajuli | 20841 ), ( Tezpur | 4627 )",,"( Naduar | 66.00 ), ( Chariduar | 69.00 ), ( Thelamara | 120.00 ), ( Dhekiajuli | 1920.00 ), ( Tezpur | 727.90 )",21-06-2022
Sivasagar,1046,802,302,2150,( Sivsagar | 2150 ),,( Sivsagar | 30.00 ),21-06-2022
Nalbari,145214,132501,117323,395038,"( Ghograpar | 31602 ), ( Banekuchi | 16530 ), ( Tihu | 6455 ), ( Barbhag | 11500 ), ( Paschim Nalbari | 47121 ), ( Nalbari | 12500 ), ( Barkhetri | 269330 )",,"( Ghograpar | 718.00 ), ( Banekuchi | 80.00 ), ( Tihu | 200.00 ), ( Barbhag | 83.50 ), ( Paschim Nalbari | 554.00 ), ( Nalbari | 338.10 ), ( Barkhetri | 0.00 )",21-06-2022
Nagaon,159419,148340,149622,457381,"( Nagaon | 55097 ), ( Kampur | 259500 ), ( Rupahi | 0 ), ( Raha | 137000 ), ( Samaguri | 5287 ), ( Kaliabor | 497 ), ( Dhing | 0 )",,"( Nagaon | 218.00 ), ( Kampur | 8320.00 ), ( Rupahi | 118.00 ), ( Raha | 7938.02 ), ( Samaguri | 252.00 ), ( Kaliabor | 35.00 ), ( Dhing | 241.00 )",21-06-2022
Morigaon,39907,37708,25837,103452,"( Mayong | 2437 ), ( Bhuragaon | 39292 ), ( Morigaon | 61723 ), ( Laharighat | 0 )",,"( Mayong | 14000.00 ), ( Bhuragaon | 832.00 ), ( Morigaon | 855.00 ), ( Laharighat | 101.00 )",21-06-2022
Majuli,5768,5027,6608,17403,"( Ujani Majuli | 0 ), ( Majuli | 17403 )",,"( Ujani Majuli | 132.84 ), ( Majuli | 269.36 )",21-06-2022
Lakhimpur,23450,18022,15373,56845,"( Nowboicha | 40213 ), ( Narayanpur | 0 ), ( North Lakhimpur | 7336 ), ( Bihpuria | 5875 ), ( Dhakuakhana | 729 ), ( Subansiri | 2692 )",,"( Nowboicha | 644.30 ), ( Narayanpur | 0.00 ), ( North Lakhimpur | 38.00 ), ( Bihpuria | 0.00 ), ( Dhakuakhana | 387.00 ), ( Subansiri | 73.00 )",21-06-2022
Kokrajhar,5207,4758,2509,12474,"( Gossaigaon | 0 ), ( Kokrajhar | 0 ), ( Bhawraguri | 0 ), ( Bagribari | 12474 )",,"( Gossaigaon | 0.00 ), ( Kokrajhar | 0.00 ), ( Bhawraguri | 0.00 ), ( Bagribari | 0.00 )",21-06-2022
Barpeta,509455,480838,261066,1251359,"( Barpeta | 180839 ), ( Chenga | 154483 ), ( Baghbar | 370497 ), ( Sarthebari | 335837 ), ( Kalgachia | 198692 ), ( Barnagar | 11011 )",27601,"( Barpeta | 870.00 ), ( Chenga | 2693.00 ), ( Baghbar | 18983.00 ), ( Sarthebari | 2028.00 ), ( Kalgachia | 1823.50 ), ( Barnagar | 1203.50 )",21-06-2022
Karimganj,74435,44338,28876,147649,"( Patherkandi | 6883 ), ( RK Nagar | 11000 ), ( Badarpur | 35366 ), ( Nilambazar | 77960 ), ( Karimganj | 16440 )",275.2,"( Patherkandi | 0.00 ), ( RK Nagar | 0.00 ), ( Badarpur | 275.20 ), (
Nilambazar | 0.00 ), (
Karimganj | 0.00 )",21-06-2022
Kamrup (M),3445,1713,605,5763,"( Chandrapur | 0 ), ( Guwahati | 0 ), ( Sonapur | 5483 ), ( Dispur | 280 )",541.5,"( Chandrapur | 173.00 ), ( Guwahati | 0.00 ), ( Sonapur | 368.50 ), ( Dispur | 0.00 )",21-06-2022
Kamrup,195449,135236,69529,400214,"( Rangia | 71800 ), ( Goroimari | 0 ), ( Kayan | 38122 ), ( Nagarbera | 0 ), ( Chaygaon | 0 ), ( Kamalpur | 146310 ), ( Chamaria | 0 ), ( Hajo | 122138 ), ( Palashbari | 219 ), ( North Ghy | 21625 )",4044.4,"( Rangia | 798.50 ), ( Goroimari | 600.00 ), ( Kayan | 407.00 ), ( Nagarbera | 245.00 ), ( Chaygaon | 144.00 ), ( Kamalpur | 694.90 ), ( Chamaria | 95.50 ), ( Hajo | 610.00 ), ( Palashbari | 274.50 ), ( North Ghy | 175.00 )",21-06-2022
Hojai,39556,30214,10028,79798,"( Hojai | 44019 ), ( Doboka | 27378 ), ( Lanka | 8401 )",2273,"( Hojai | 1022.00 ), ( Doboka | 436.00 ), ( Lanka | 815.00 )",21-06-2022
Hailakandi,36237,20345,19608,76190,"( Algapur | 54241 ), ( Hailakandi | 6611 ), ( Lala | 14000 ), ( Katlicherra | 1338 )",106,"( Algapur | 42.00 ), ( Hailakandi | 16.00 ), ( Lala | 29.00 ), ( Katlicherra | 19.00 )",21-06-2022
Golaghat,11878,10977,3677,26532,"( Bokakhat | 26532 ), ( Khumtai | 0 )",96,"( Bokakhat | 80.00 ), ( Khumtai | 16.00 )",21-06-2022
Goalpara,137325,104210,42833,284368,"( Matia | 13546 ), ( Balijana | 99311 ), ( Lakhipur | 171429 ), ( Dudhnoi | 82 ), ( Rongjuli | 0 )",1376.5,"( Matia | 614.00 ), ( Balijana | 762.50 ), ( Lakhipur | 0.00 ), ( Dudhnoi | 0.00 ), ( Rongjuli | 0.00 )",21-06-2022
Dibrugarh,1567,1240,1050,3857,( Chabua | 3857 ),2.5,( Chabua | 2.50 ),21-06-2022
Dhubri,214071,196434,184203,594708,"( Dhubri | 53248 ), ( Agamoni | 1190 ), ( Gauripur | 0 ), ( Chapar | 690 ), ( Bilasipara | 130503 ), ( South Salmara Part | 265395 ), ( Golakganj | 301 ), ( Athani | 143381 )",8978.83,"( Dhubri | 711.00 ), ( Agamoni | 0.00 ), ( Gauripur | 695.10 ), ( Chapar | 1018.20 ), ( Bilasipara | 0.00 ), ( South Salmara Part | 3769.00 ), ( Golakganj | 378.00 ), ( Athani | 2407.53 )",21-06-2022
Dhemaji,15547,12511,9621,37679,"( Jonai | 20042 ), ( Sissiborgaon | 17078 ), ( Dhemaji | 559 )",7079.5,"( Jonai | 6158.50 ), ( Sissiborgaon | 912.00 ), ( Dhemaji | 9.00 )",21-06-2022
Cachar,84281,78662,53908,216851,"( Silchar | 42782 ), ( Lakhipur | 19800 ), ( Sonai | 62200 ), ( Udharbond | 4950 ), ( Katigorah | 87119 )",41,"( Silchar | 0.00 ), ( Lakhipur | 0.00 ), ( Sonai | 41.00 ), ( Udharbond | 0.00 ), ( Katigorah | 0.00 )",21-06-2022
Bajali,160560,125205,30105,315870,"( Sarupeta | 155870 ), ( Bajali | 160000 )",460,"( Sarupeta | 460.00 ), ( Bajali | 0.00 )",21-06-2022
Chirang,1217,1059,1259,3535,"( Bijni | 1451 ), ( Bengtal | 2084 )",2444.9,"( Bijni | 2444.90 ), ( Bengtal | 0.00 )",21-06-2022
Darrang,243968,204349,99104,547421,"( Mangaldoi | 125007 ), ( Dalgaon | 185900 ), ( Sipajhar | 155764 ), ( Patharighat | 80750 )",9626.5,"( Mangaldoi | 2838.00 ), ( Dalgaon | 3795.50 ), ( Sipajhar | 1593.00 ), ( Patharighat | 1400.00 )",21-06-2022
Karbi Anglong West,1256,1257,1496,4009,( Donkamokam | 4009 ),0,( Donkamokam | 0.00 ),21-06-2022
Baksa,8937,6991,6067,21995,"( Barnagar RC part | 21038 ), ( Baska | 0 ), ( Barama | 105 ), ( Baganpara | 0 ), ( Jalah | 852 )",452,"( Barnagar RC part | 410.00 ), ( Baska | 0.00 ), ( Barama | 0.00 ), ( Baganpara | 0.00 ), ( Jalah | 42.00 )",21-06-2022
Udalguri,3860,2716,1409,7985,"( Udalguri | 1742 ), ( Harisinga | 2 ), ( Mazbat | 6050 ), ( Khairabari | 154 ), ( Kalaigaon | 37 )",,"( Udalguri | 0.00 ), ( Harisinga | 1.34 ), ( Mazbat | 0.00 ), ( Khairabari | 0.00 ), ( Kalaigaon | 10.00 )",22-06-2022
Baksa,8638,6624,5930,21192,"( Barnagar RC part | 20957 ), ( Barama | 56 ), ( Baganpara | 179 )",410,"( Barnagar RC part | 410.00 ), ( Barama | 0.00 ), ( Baganpara | 0.00 )",22-06-2022
Tinsukia,620,429,289,1338,( Doomdooma | 1338 ),,( Doomdooma | 28.00 ),22-06-2022
Tamulpur,5722,5449,1540,12711,"( Goreswar | 12571 ), ( Tamulpur | 140 )",,"( Goreswar | 0.00 ), ( Tamulpur | 200.00 )",22-06-2022
South Salmara,56230,51232,62745,170207,"( South Salmara | 139183 ), ( Mankachar | 31024 )",,"( South Salmara | 692.00 ), ( Mankachar | 199.00 )",22-06-2022
Sonitpur,7963,11047,7419,26429,"( Dhekiajuli | 21140 ), ( Thelamara | 336 ), ( Chariduar | 4300 ), ( Tezpur | 653 )",,"( Dhekiajuli | 1424.00 ), ( Thelamara | 0.00 ), ( Chariduar | 0.00 ), ( Tezpur | 195.00 )",22-06-2022
Sivasagar,230,210,47,487,( Sivsagar | 487 ),,( Sivsagar | 20.00 ),22-06-2022
Nalbari,128247,118674,106815,353736,"( Tihu | 3570 ), ( Paschim Nalbari | 47429 ), ( Ghograpar | 4180 ), ( Barbhag | 21000 ), ( Banekuchi | 480 ), ( Nalbari | 12500 ), ( Barkhetri | 264577 )",,"( Tihu | 200.00 ), ( Paschim Nalbari | 554.00 ), ( Ghograpar | 718.00 ), ( Barbhag | 200.00 ), ( Banekuchi | 8.00 ), ( Nalbari | 381.50 ), ( Barkhetri | 0.00 )",22-06-2022
Nagaon,178456,167646,157348,503450,"( Nagaon | 97767 ), ( Kampur | 259500 ), ( Samaguri | 5287 ), ( Raha | 140715 ), ( Kaliabor | 181 ), ( Rupahi | 0 ), ( Dhing | 0 )",,"( Nagaon | 218.00 ), ( Kampur | 8320.00 ), ( Samaguri | 225.00 ), ( Raha | 7941.51 ), ( Kaliabor | 18.00 ), ( Rupahi | 43.00 ), ( Dhing | 107.00 )",22-06-2022
Morigaon,43684,41529,28106,113319,"( Mayong | 3774 ), ( Bhuragaon | 39292 ), ( Morigaon | 68391 ), ( Mikirbheta | 1862 ), ( Laharighat | 0 )",,"( Mayong | 14000.00 ), ( Bhuragaon | 832.00 ), ( Morigaon | 952.00 ), ( Mikirbheta | 0.00 ), ( Laharighat | 8.50 )",22-06-2022
Bajali,124221,111379,24100,259700,"( Sarupeta | 98700 ), ( Bajali | 161000 )",412,"( Sarupeta | 412.00 ), ( Bajali | 0.00 )",22-06-2022
Lakhimpur,15663,12609,11570,39842,"( Narayanpur | 0 ), ( Nowboicha | 30000 ), ( North Lakhimpur | 2789 ), ( Subansiri | 844 ), ( Bihpuria | 5475 ), ( Dhakuakhana | 734 )",833.6,"( Narayanpur | 0.00 ), ( Nowboicha | 239.60 ), ( North Lakhimpur | 0.00
), ( Subansiri | 207.00 ),
( Bihpuria | 0.00 ), (
Dhakuakhana | 387.00
)",22-06-2022
